geo,country,year,size_emp,nace_r2,target_workflow_automation,security_concern_index,deployment_readiness_index,data_maturity_index,digital_foundation_index,market_digitization_index,ict_constraint_index,governance_maturity_proxy,persona_cluster
AT,Austria,2023,GE10,C10-C18,1.665,12.878928571428572,32.337666666666664,23.61611111111111,24.709999999999997,35.653999999999996,,24.221666666666668,3
AT,Austria,2023,GE10,C10-S951_X_K,3.505,13.591071428571428,37.840333333333334,29.683888888888887,28.323333333333334,35.62233333333334,,24.061666666666667,3
AT,Austria,2023,GE10,C16-C18,3.71,13.504642857142855,35.49666666666666,25.81555555555555,24.88,25.7,,22.753333333333334,3
AT,Austria,2023,GE10,C19-C23,3.86,15.42,39.669333333333334,34.65222222222222,31.676666666666666,31.077333333333335,,25.723333333333333,5
AT,Austria,2023,GE10,C20,5.33,11.790833333333333,14.733333333333334,,47.6,16.183333333333334,,16.646666666666665,3
AT,Austria,2023,GE10,C22_C23,3.83,17.839642857142856,9.056666666666667,32.96666666666667,10.8,29.080666666666666,,7.313333333333333,3
AT,Austria,2023,GE10,C24_C25,5.97,11.998571428571426,33.764,21.113333333333333,27.123333333333335,25.918666666666667,,24.75,3
AT,Austria,2023,GE10,C26,11.86,20.957083333333333,53.74111111111111,36.64666666666667,51.9,32.604166666666664,,34.281666666666666,5
AT,Austria,2023,GE10,C26-C33,5.25,15.887857142857142,42.285333333333334,28.754444444444445,34.29333333333333,28.172666666666665,,27.405,5
AT,Austria,2023,GE10,C27,5.23,13.417083333333332,19.98,32.01111111111111,21.475,29.014666666666663,,18.12,3
AT,Austria,2023,GE10,C27_C28,7.92,16.480357142857144,47.010666666666665,30.397777777777776,39.77333333333333,26.829999999999995,,30.490000000000002,5
AT,Austria,2023,GE10,C28,8.86,18.453214285714285,47.260666666666665,29.850000000000005,40.21,26.100000000000005,,30.254999999999995,5
AT,Austria,2023,GE10,C29_C30,4.78,17.073571428571427,15.686666666666667,30.424444444444443,47.17,23.468888888888888,,20.14333333333333,3
AT,Austria,2023,GE10,C31-C33,1.96,14.91892857142857,33.67333333333333,25.71777777777778,25.039999999999996,28.82533333333334,,23.046666666666667,3
AT,Austria,2023,GE10,D,17.36,23.455000000000002,45.14333333333333,45.25,58.075,19.586666666666666,,41.115,2
AT,Austria,2023,GE10,D35,17.36,23.455000000000002,45.14333333333333,45.25,58.075,19.586666666666666,,41.115,2
AT,Austria,2023,GE10,D_E,5.64,19.45285714285714,42.218333333333334,35.053333333333335,10.155,27.694000000000006,,31.980000000000004,3
AT,Austria,2023,GE10,F,0.675,13.28857142857143,29.328999999999997,20.897222222222222,15.126666666666667,19.279666666666667,,19.838333333333335,3
AT,Austria,2023,GE10,G,2.6100000000000003,14.236428571428572,36.355000000000004,33.83555555555555,33.36333333333334,41.163333333333334,,24.856666666666666,3
AT,Austria,2023,GE10,G45,2.7,12.286071428571429,35.24266666666667,30.66333333333333,34.77666666666667,41.52066666666666,,23.383333333333333,3
AT,Austria,2023,GE10,G45-S951_X_K,4.005,13.706428571428573,39.721666666666664,32.066111111111105,31.076666666666668,39.60666666666667,,24.533333333333335,5
AT,Austria,2023,GE10,G46,3.91,14.308571428571428,43.356,37.43277777777778,40.86333333333334,44.95833333333333,,29.440000000000005,5
AT,Austria,2023,GE10,G47,1.475,15.703928571428573,30.518,32.03722222222222,26.523333333333337,37.974000000000004,,20.113333333333333,3
AT,Austria,2023,GE10,H,4.225,10.89642857142857,30.043666666666667,25.247222222222224,17.646666666666665,32.114666666666665,,19.315,3
AT,Austria,2023,GE10,I,0.6,14.163571428571428,34.22266666666667,30.56,28.153333333333332,56.762000000000015,,20.69333333333333,1
AT,Austria,2023,GE10,I55,1.35,16.72392857142857,42.682,39.77444444444444,42.18333333333334,79.798,,25.753333333333334,1
AT,Austria,2023,GE10,ICT,14.24,16.072142857142858,69.292,47.47111111111111,54.25999999999999,33.05133333333333,,35.965,2
AT,Austria,2023,GE10,J,13.49,16.84892857142857,69.996,46.88888888888889,52.97666666666667,32.992,,36.016666666666666,2
AT,Austria,2023,GE10,J58-J60,7.66,20.108999999999998,,,52.785,9.883333333333333,,8.33,0
AT,Austria,2023,GE10,J61,11.66,,,,92.85,,,,2
AT,Austria,2023,GE10,J62_J63,15.08,15.551785714285714,71.88733333333333,46.67444444444445,53.75666666666666,30.468,,36.67666666666667,2
AT,Austria,2023,GE10,L,3.02,15.405000000000001,27.416666666666664,26.105555555555554,11.27,31.504999999999995,,24.751666666666665,3
AT,Austria,2023,GE10,L68,3.02,15.405000000000001,27.416666666666664,26.105555555555554,11.27,31.504999999999995,,24.751666666666665,3
AT,Austria,2023,GE10,L_M,8.15,15.854166666666666,31.4,31.915555555555557,15.7,24.472,,28.173333333333332,3
AT,Austria,2023,GE10,M,9.04,15.29857142857143,47.97833333333333,32.89388888888889,35.32,22.881333333333338,,28.673333333333332,5
AT,Austria,2023,GE10,M69-M71,9.305,15.449642857142859,46.64633333333333,30.418333333333333,33.03333333333334,22.487333333333332,,28.880000000000003,5
AT,Austria,2023,GE10,M72,11.5,7.822500000000001,11.706666666666665,,46.955,27.206666666666667,,,3
AT,Austria,2023,GE10,M73-M75,6.92,16.240357142857142,,34.17666666666667,47.855000000000004,26.066666666666663,,4.333333333333333,0
AT,Austria,2023,GE10,N,2.285,12.193214285714285,36.442,28.953888888888887,22.136666666666667,29.26,,22.193333333333335,3
AT,Austria,2023,GE10,N77-N82_X_N79,2.0,11.872142857142858,34.255,27.781111111111112,20.103333333333335,26.870666666666665,,21.560000000000002,3
AT,Austria,2023,GE10,N79,6.76,17.4025,,,93.98,,,5.026666666666667,0
AT,Austria,2024,GE10,C,3.97,16.17107142857143,,,38.7,34.70399999999999,32.40599999999999,9.97,4
AT,Austria,2024,GE10,C-E,4.52,16.143928571428567,,,39.18,34.970000000000006,32.452999999999996,10.166666666666666,4
AT,Austria,2024,GE10,C-F,3.0549999999999997,14.970714285714285,,,31.353333333333335,30.377,29.073,8.356666666666667,3
AT,Austria,2024,GE10,C10-C12,1.41,16.78357142857143,,,25.819999999999997,39.650666666666666,26.932,8.26,3
AT,Austria,2024,GE10,C10-C18,2.02,15.400000000000002,,,29.009999999999994,37.57066666666667,28.815999999999995,8.586666666666668,3
AT,Austria,2024,GE10,C10-S951_X_K,4.9,15.735,,,36.39,39.015,28.458000000000006,8.57,0
AT,Austria,2024,GE10,C13-C15,2.52,,,,10.67,15.186666666666667,41.102,8.453333333333333,3
AT,Austria,2024,GE10,C16-C18,2.97,15.09,,,16.15,32.23733333333333,28.718999999999994,9.506666666666666,3
AT,Austria,2024,GE10,C19-C23,4.51,20.75428571428571,,,43.99666666666667,31.529333333333334,37.37,13.333333333333334,4
AT,Austria,2024,GE10,C20,12.23,22.48892857142857,,,59.705,,36.075,25.27,4
AT,Austria,2024,GE10,C21,10.97,20.69625,,,100.0,27.425000000000004,48.855,16.523333333333333,4
AT,Austria,2024,GE10,C22_C23,1.85,20.667499999999997,,,40.25333333333334,33.041666666666664,37.213,7.503333333333333,4
AT,Austria,2024,GE10,C24_C25,3.21,14.104285714285714,,,38.763333333333335,31.913999999999998,30.886000000000003,6.763333333333333,0
AT,Austria,2024,GE10,C26,12.06,14.086428571428572,,,61.78,34.89,41.077000000000005,24.14,4
AT,Austria,2024,GE10,C26-C33,6.08,16.275000000000002,,,46.49666666666667,34.33866666666667,33.89,11.600000000000001,4
AT,Austria,2024,GE10,C27,7.33,21.5125,,,51.50666666666667,11.406666666666666,33.809000000000005,12.63,4
AT,Austria,2024,GE10,C27_C28,7.1,18.87857142857143,,,51.67000000000001,30.206,37.534000000000006,15.209999999999999,4
AT,Austria,2024,GE10,C28,7.02,18.892857142857142,,,51.73,28.505333333333333,39.12499999999999,16.069999999999997,4
AT,Austria,2024,GE10,C29_C30,10.77,17.62035714285714,,,52.615,30.74833333333333,36.526,7.336666666666666,4
AT,Austria,2024,GE10,C31-C33,3.55,14.553928571428571,,,39.88333333333333,37.742000000000004,26.032,6.503333333333333,0
AT,Austria,2024,GE10,D,18.66,26.187,,,97.73,27.766666666666666,46.973000000000006,22.84,4
AT,Austria,2024,GE10,D35,18.66,26.187,,,97.73,27.766666666666666,46.973000000000006,22.84,4
AT,Austria,2024,GE10,D_E,12.43,18.182916666666667,,,54.949999999999996,12.036666666666667,34.175,12.656666666666666,4
AT,Austria,2024,GE10,E,9.21,17.2515,,,49.949999999999996,,18.053333333333335,,5
AT,Austria,2024,GE10,F,1.505,14.085714285714287,,,23.08,25.929333333333336,19.324,5.153333333333333,0
AT,Austria,2024,GE10,G,4.06,15.760000000000002,,,39.26,43.50066666666667,25.637999999999998,9.33,0
AT,Austria,2024,GE10,G45,3.31,17.639642857142857,,,39.57666666666666,51.298,16.916,7.446666666666668,0
AT,Austria,2024,GE10,G45-S951_X_K,5.745,16.12178571428571,,,38.70666666666667,42.593333333333334,28.252,8.71,0
AT,Austria,2024,GE10,G46,6.37,17.589642857142856,,,50.086666666666666,46.11066666666667,27.022000000000002,12.593333333333334,1
AT,Austria,2024,GE10,G47,2.39,13.995000000000001,,,30.17,38.534,26.791999999999994,6.293333333333333,0
AT,Austria,2024,GE10,H,3.54,15.701785714285714,,,26.843333333333337,37.279999999999994,27.288999999999998,8.866666666666667,3
AT,Austria,2024,GE10,I,2.16,15.065357142857142,,,28.91,58.92266666666667,10.546000000000001,5.353333333333333,0
AT,Austria,2024,GE10,I55,3.5300000000000002,19.021785714285716,,,44.12,82.85099999999998,16.756999999999998,6.57,1
AT,Austria,2024,GE10,ICT,22.81,16.52285714285714,,,65.02666666666666,35.358000000000004,47.998000000000005,17.36,4
AT,Austria,2024,GE10,J,21.74,17.23107142857143,,,64.28333333333335,36.67133333333334,45.36200000000001,15.946666666666665,4
AT,Austria,2024,GE10,J58-J60,17.0,15.575357142857143,,,100.0,13.21,36.82,9.323333333333332,4
AT,Austria,2024,GE10,J62_J63,23.32,17.7975,,,65.61,33.723333333333336,47.001999999999995,17.5,4
AT,Austria,2024,GE10,L,5.96,19.826071428571428,,,48.04,35.742,36.327,9.540000000000001,4
AT,Austria,2024,GE10,L68,5.96,19.826071428571428,,,48.04,35.742,36.327,9.540000000000001,4
AT,Austria,2024,GE10,L_M,10.3,18.133214285714285,,,52.295,27.341999999999995,30.458,9.053333333333333,4
AT,Austria,2024,GE10,M,11.19,17.780714285714286,,,52.98333333333334,25.21333333333333,29.173000000000002,9.040000000000001,4
AT,Austria,2024,GE10,M69-M71,10.95,17.670357142857142,,,51.96666666666666,22.088,28.689999999999998,8.136666666666667,0
AT,Austria,2024,GE10,M72,14.16,17.705000000000002,,,96.92,,22.21666666666667,15.323333333333332,2
AT,Austria,2024,GE10,M73-M75,11.48,18.506071428571428,,,57.955,27.071666666666665,33.217,11.053333333333333,4
AT,Austria,2024,GE10,N,3.46,18.714642857142856,,,31.570000000000004,31.309999999999995,25.782999999999998,8.856666666666667,0
AT,Austria,2024,GE10,N77-N82_X_N79,3.3,18.867142857142856,,,30.060000000000002,29.49733333333333,25.756,9.276666666666666,0
AT,Austria,2024,GE10,N79,5.81,19.54583333333333,,,91.34,16.30333333333333,26.718,6.846666666666668,0
AT,Austria,2025,GE10,C,6.675,17.049642857142853,42.88366666666666,29.648333333333337,37.88666666666666,32.779333333333334,,27.064999999999998,5
AT,Austria,2025,GE10,C-E,6.77,17.2575,43.045,30.188333333333333,38.03666666666667,32.36266666666667,,27.448333333333334,5
AT,Austria,2025,GE10,C-F,4.61,15.708214285714288,38.574,25.87333333333333,31.58666666666667,27.993666666666673,,24.203333333333337,3
AT,Austria,2025,GE10,C10-C12,3.755,14.599285714285715,34.83266666666667,25.992777777777775,30.92,43.87333333333333,,19.689999999999998,3
AT,Austria,2025,GE10,C10-C18,5.345000000000001,15.562499999999998,36.33266666666667,27.49833333333333,32.25000000000001,39.61866666666667,,22.001666666666665,3
AT,Austria,2025,GE10,C10-S951_X_K,6.4399999999999995,16.285357142857144,41.617333333333335,30.41333333333333,36.940000000000005,38.35366666666666,,24.515,5
AT,Austria,2025,GE10,C13-C15,2.89,16.179000000000002,9.116666666666665,13.566666666666668,13.23,9.833333333333334,,9.996666666666666,3
AT,Austria,2025,GE10,C16-C18,8.85,18.27357142857143,34.7225,28.481111111111108,15.895,27.922666666666668,,24.37,3
AT,Austria,2025,GE10,C19-C23,5.43,14.682500000000001,46.62466666666667,35.18333333333333,41.76666666666667,34.712666666666664,,31.615000000000002,5
AT,Austria,2025,GE10,C20,6.67,17.293750000000003,24.343333333333334,,92.12,,,17.846666666666668,0
AT,Austria,2025,GE10,C21,9.14,,81.46,,93.67,35.35,,,2
AT,Austria,2025,GE10,C22_C23,4.64,15.704285714285712,18.57,30.546666666666667,10.21,32.19133333333333,,20.253333333333334,3
AT,Austria,2025,GE10,C24_C25,6.11,21.144642857142856,41.675333333333334,26.89,36.64333333333334,25.557333333333332,,25.996666666666666,5
AT,Austria,2025,GE10,C26,10.2,18.114,64.49933333333333,37.723333333333336,60.94,35.952666666666666,,40.373333333333335,2
AT,Austria,2025,GE10,C26-C33,8.66,17.320714285714285,48.42999999999999,31.15111111111111,42.81666666666667,28.104666666666667,,30.68166666666666,5
AT,Austria,2025,GE10,C27,8.86,23.572857142857146,16.566666666666666,35.550000000000004,46.96,29.82,,14.216666666666669,0
AT,Austria,2025,GE10,C27_C28,9.98,18.650714285714287,50.690000000000005,35.25666666666667,47.02,24.676000000000002,,32.733333333333334,5
AT,Austria,2025,GE10,C28,10.39,16.910357142857144,49.60333333333333,35.13444444444445,47.04,24.586,,32.71,5
AT,Austria,2025,GE10,C29_C30,9.26,19.01178571428571,55.712500000000006,27.520000000000003,48.68333333333334,37.16166666666666,,42.150000000000006,5
AT,Austria,2025,GE10,C31-C33,7.22,16.604285714285712,41.74333333333333,28.245555555555555,36.169999999999995,29.349333333333334,,24.983333333333334,5
AT,Austria,2025,GE10,D,8.44,17.395,48.98,42.57555555555556,19.07,29.805333333333333,,39.37833333333334,5
AT,Austria,2025,GE10,D35,8.44,17.395,48.98,42.57555555555556,19.07,29.805333333333333,,39.37833333333334,5
AT,Austria,2025,GE10,D_E,8.09,19.982142857142858,33.708333333333336,,7.81,26.532666666666664,,32.528333333333336,3
AT,Austria,2025,GE10,F,2.26,14.092142857142857,33.510000000000005,21.45888888888889,24.59,23.506666666666668,,19.81833333333333,3
AT,Austria,2025,GE10,G,4.845,17.398928571428574,39.50933333333333,33.056666666666665,41.23666666666667,44.10799999999999,,23.41,5
AT,Austria,2025,GE10,G45,2.54,16.381785714285716,40.138000000000005,29.60666666666667,44.99333333333334,51.821333333333335,,25.781666666666666,1
AT,Austria,2025,GE10,G45-S951_X_K,7.275,16.579285714285714,42.99033333333333,32.43,39.39333333333334,42.515,,24.708333333333332,5
AT,Austria,2025,GE10,G46,8.71,19.027142857142856,48.762,37.28666666666666,49.413333333333334,46.342,,29.956666666666667,1
AT,Austria,2025,GE10,G47,2.5999999999999996,17.078928571428573,31.377333333333336,30.69055555555555,33.47,39.39266666666666,,16.665,3
AT,Austria,2025,GE10,H,4.005,13.248571428571427,34.29366666666667,28.018333333333334,26.64,37.09866666666667,,21.083333333333332,3
AT,Austria,2025,GE10,I,2.5149999999999997,17.439285714285713,34.95100000000001,31.986666666666665,36.059999999999995,59.111333333333334,,18.60666666666667,1
AT,Austria,2025,GE10,I55,4.98,22.634642857142858,42.309333333333335,41.84,50.36000000000001,82.38333333333333,,22.806666666666665,1
AT,Austria,2025,GE10,ICT,32.92,17.9125,79.89599999999999,53.76333333333334,62.056666666666665,32.86066666666667,,49.02333333333333,2
AT,Austria,2025,GE10,J,29.86,19.18357142857143,77.818,52.36666666666667,61.46333333333333,34.95066666666667,,46.995,2
AT,Austria,2025,GE10,J58-J60,11.72,22.171666666666667,,24.72,96.13,13.6,,7.819999999999999,0
AT,Austria,2025,GE10,J62_J63,34.12,19.05,82.93933333333334,54.3988888888889,62.75333333333333,30.819333333333326,,51.355000000000004,2
AT,Austria,2025,GE10,L,10.17,16.274285714285714,16.05333333333333,29.15111111111111,40.68666666666666,35.67333333333333,,10.143333333333333,3
AT,Austria,2025,GE10,L68,10.17,16.274285714285714,16.05333333333333,29.15111111111111,40.68666666666666,35.67333333333333,,10.143333333333333,3
AT,Austria,2025,GE10,L_M,12.79,15.685,15.006666666666666,29.468888888888888,43.27333333333333,25.465333333333334,,8.033333333333333,3
AT,Austria,2025,GE10,M,13.29,15.582142857142856,51.13,29.64333333333333,43.776666666666664,22.660666666666664,,27.988333333333337,5
AT,Austria,2025,GE10,M69-M71,11.7,16.76642857142857,48.73133333333333,26.80333333333333,41.660000000000004,21.52866666666667,,27.111666666666668,5
AT,Austria,2025,GE10,M73-M75,20.07,12.742,51.71666666666667,25.246666666666666,50.385,31.014166666666668,,8.886666666666667,0
AT,Austria,2025,GE10,N,5.87,17.277142857142856,43.342333333333336,30.635,32.89,31.092000000000002,,23.0,5
AT,Austria,2025,GE10,N77-N82_X_N79,5.62,17.630000000000003,41.89399999999999,29.516111111111112,31.540000000000003,28.813000000000006,,22.07333333333333,5
AT,Austria,2025,GE10,N79,9.5,22.94,,,91.99,,,8.663333333333334,0
BA,Bosnia and Herzegovina,2021,GE10,C,0.635,,14.994333333333334,,3.48,31.139666666666663,,15.93,3
BA,Bosnia and Herzegovina,2021,GE10,C-E,0.605,,13.876666666666669,,3.08,29.931333333333335,,14.766666666666667,3
BA,Bosnia and Herzegovina,2021,GE10,C-F,0.46,,14.399666666666667,,2.66,28.810333333333336,,16.776666666666667,3
BA,Bosnia and Herzegovina,2021,GE10,C10-C12,0.0,,8.57,,11.56,36.0975,,,3
BA,Bosnia and Herzegovina,2021,GE10,C10-S951_X_K,0.795,,20.601333333333333,,13.966666666666667,32.19833333333333,,22.62,3
BA,Bosnia and Herzegovina,2021,GE10,C19,0.0,,0.0,,0.0,0.0,,0.0,3
BA,Bosnia and Herzegovina,2021,GE10,C20,0.0,,0.0,,,,,0.0,3
BA,Bosnia and Herzegovina,2021,GE10,C21,0.0,,,,0.0,0.0,,0.0,3
BA,Bosnia and Herzegovina,2021,GE10,C26-C33,1.685,,16.510555555555555,,12.17,35.92933333333333,,,3
BA,Bosnia and Herzegovina,2021,GE10,C27,0.0,,25.62888888888889,,0.0,36.50666666666667,,0.0,3
BA,Bosnia and Herzegovina,2021,GE10,C29_C30,0.0,,19.293333333333333,,0.0,38.00583333333333,,0.0,3
BA,Bosnia and Herzegovina,2021,GE10,E,0.0,,2.91,,6.640000000000001,,,0.0,3
BA,Bosnia and Herzegovina,2021,GE10,F,0.0,,19.183333333333334,,,28.694166666666668,,10.641666666666667,3
BA,Bosnia and Herzegovina,2021,GE10,G45,0.0,,9.76,,6.77,59.66600000000001,,0.0,3
BA,Bosnia and Herzegovina,2021,GE10,G47,0.0,,26.55666666666667,,9.75,34.912,,12.428333333333333,3
BA,Bosnia and Herzegovina,2021,GE10,J61,0.0,,31.71333333333334,,37.50333333333333,44.29333333333333,,0.0,0
BA,Bosnia and Herzegovina,2021,GE10,L,0.0,,0.0,,0.0,,,0.0,3
BA,Bosnia and Herzegovina,2021,GE10,L68,0.0,,0.0,,0.0,,,0.0,3
BA,Bosnia and Herzegovina,2021,GE10,M72,0.0,,,,0.0,0.0,,0.0,3
BA,Bosnia and Herzegovina,2021,GE10,M73-M75,0.0,,0.0,,26.463333333333335,,,,3
BA,Bosnia and Herzegovina,2021,GE10,N79,0.0,,0.0,,0.0,,,0.0,3
BA,Bosnia and Herzegovina,2021,GE10,S951,0.0,,0.0,,0.0,0.0,,0.0,3
BA,Bosnia and Herzegovina,2023,GE10,C,1.07,,32.836,45.49444444444445,27.75,31.406666666666666,,36.086666666666666,5
BA,Bosnia and Herzegovina,2023,GE10,C10-C12,0.0,,42.8025,52.29333333333333,53.41,,,41.78666666666666,5
BA,Bosnia and Herzegovina,2023,GE10,C10-S951_X_K,3.24,,26.976333333333333,36.28666666666667,19.256666666666664,35.07366666666667,,30.173333333333332,3
BA,Bosnia and Herzegovina,2023,GE10,C19,0.0,,0.0,,0.0,0.0,,0.0,3
BA,Bosnia and Herzegovina,2023,GE10,C21,0.0,,0.0,100.0,50.0,0.0,,0.0,0
BA,Bosnia and Herzegovina,2023,GE10,C24_C25,0.0,,30.14666666666667,36.58166666666667,16.1,,,12.311666666666667,3
BA,Bosnia and Herzegovina,2023,GE10,C26,0.0,,,53.7,29.63,52.81666666666666,,0.0,0
BA,Bosnia and Herzegovina,2023,GE10,C26-C33,2.74,,25.542,34.690000000000005,19.253333333333334,35.75866666666667,,14.265,3
BA,Bosnia and Herzegovina,2023,GE10,F,0.0,,22.726666666666667,,21.62,26.166666666666668,,0.0,3
BA,Bosnia and Herzegovina,2023,GE10,G45-S951_X_K,5.035,,24.681999999999995,34.092777777777776,22.326666666666668,38.93633333333333,,27.566666666666666,3
BA,Bosnia and Herzegovina,2024,GE10,C10-S951_X_K,4.28,,,,23.78,35.734,29.15,,5
BA,Bosnia and Herzegovina,2024,GE10,C13-C15,0.0,,,,33.16,34.06333333333334,,0.0,0
BA,Bosnia and Herzegovina,2024,GE10,C16-C18,0.0,,,,31.25,,,,5
BA,Bosnia and Herzegovina,2024,GE10,C19,0.0,,,,,0.0,0.0,0.0,0
BA,Bosnia and Herzegovina,2024,GE10,C21,0.0,,,,100.0,,,0.0,0
BA,Bosnia and Herzegovina,2024,GE10,C26,0.0,,,,56.945,50.324666666666666,0.0,0.0,0
BA,Bosnia and Herzegovina,2024,GE10,C27_C28,8.4,,,,31.88,28.77666666666667,30.845,,5
BA,Bosnia and Herzegovina,2024,GE10,C28,8.79,,,,44.575,32.248333333333335,,,5
BA,Bosnia and Herzegovina,2024,GE10,D,0.0,,,,48.0,,39.44,0.0,4
BA,Bosnia and Herzegovina,2024,GE10,D35,0.0,,,,48.0,,39.44,0.0,4
BA,Bosnia and Herzegovina,2024,GE10,D_E,0.0,,,,25.735,27.164166666666667,25.36,0.0,0
BA,Bosnia and Herzegovina,2024,GE10,E,0.0,,,,15.455,,0.0,0.0,0
BA,Bosnia and Herzegovina,2024,GE10,G45-S951_X_K,6.37,,,,29.396666666666665,40.38966666666666,29.970000000000002,,5
BA,Bosnia and Herzegovina,2024,GE10,I55,0.0,,,,39.815,58.738000000000014,,0.0,1
BA,Bosnia and Herzegovina,2024,GE10,J61,21.11,,,,53.82666666666666,40.349333333333334,56.46,,4
BA,Bosnia and Herzegovina,2025,GE10,C10-C12,0.0,,31.9125,39.05444444444445,31.645,,,,3
BA,Bosnia and Herzegovina,2025,GE10,C10-S951_X_K,2.43,,29.472,35.3,29.333333333333332,35.727666666666664,,15.898333333333335,3
BA,Bosnia and Herzegovina,2025,GE10,C13-C15,0.0,,23.016666666666666,35.281666666666666,47.6,32.95666666666667,,7.253333333333333,0
BA,Bosnia and Herzegovina,2025,GE10,C19,0.0,,0.0,80.0,50.0,0.0,,0.0,0
BA,Bosnia and Herzegovina,2025,GE10,C21,0.0,,83.33333333333334,80.0,100.0,0.0,,,2
BA,Bosnia and Herzegovina,2025,GE10,C26,0.0,,59.427499999999995,47.366666666666674,59.21,57.26400000000001,,21.25166666666667,1
BA,Bosnia and Herzegovina,2025,GE10,C27,0.0,,38.78666666666666,45.77777777777778,45.489999999999995,31.625,,16.531666666666666,0
BA,Bosnia and Herzegovina,2025,GE10,E,0.0,,22.063333333333333,42.480000000000004,18.790000000000003,0.0,,0.0,3
BA,Bosnia and Herzegovina,2025,GE10,F,0.0,,33.135000000000005,16.950000000000003,47.67,,,0.0,0
BA,Bosnia and Herzegovina,2025,GE10,G45,0.0,,,,86.32,50.848333333333336,,,1
BA,Bosnia and Herzegovina,2025,GE10,G45-S951_X_K,3.34,,31.124666666666663,37.58722222222222,33.443333333333335,39.64066666666666,,28.356666666666666,3
BA,Bosnia and Herzegovina,2025,GE10,H,0.0,,36.623333333333335,20.01,22.676666666666666,39.58333333333333,,0.0,3
BA,Bosnia and Herzegovina,2025,GE10,L,0.0,,25.4,27.45,69.16,17.916666666666668,,0.0,0
BA,Bosnia and Herzegovina,2025,GE10,L68,0.0,,25.4,27.45,69.16,17.916666666666668,,0.0,0
BA,Bosnia and Herzegovina,2025,GE10,N79,0.0,,36.90416666666667,,84.82,62.5,,0.0,1
BE,Belgium,2021,GE10,C,3.79,12.732500000000002,45.092000000000006,,29.156666666666666,32.16333333333333,,31.273333333333333,5
BE,Belgium,2021,GE10,C-E,3.83,12.55142857142857,,,2.75,31.662666666666674,,16.856666666666666,3
BE,Belgium,2021,GE10,C-F,3.25,12.3625,44.58533333333334,,27.113333333333333,28.028,,29.468333333333334,5
BE,Belgium,2021,GE10,C10-C12,2.84,13.902857142857144,9.766666666666667,,1.46,26.80333333333333,,9.336666666666668,3
BE,Belgium,2021,GE10,C10-C18,5.0,12.319642857142856,37.989999999999995,,11.58,39.57666666666666,,24.330000000000002,3
BE,Belgium,2021,GE10,C10-S951_X_K,3.18,12.146428571428572,46.262,,31.510000000000005,37.89066666666666,,29.648333333333337,5
BE,Belgium,2021,GE10,C13-C15,0.0,10.924285714285714,,,1.29,2.7699999999999996,,4.340000000000001,3
BE,Belgium,2021,GE10,C19-C23,1.85,16.66,,,12.239999999999998,18.31888888888889,,22.973333333333333,3
BE,Belgium,2021,GE10,C20,3.07,21.021071428571425,,,,20.07777777777778,,,5
BE,Belgium,2021,GE10,C21,7.59,15.042499999999999,19.646666666666665,,3.57,31.985555555555553,,16.016666666666666,3
BE,Belgium,2021,GE10,C22_C23,0.57,13.832857142857142,,,5.355,14.944444444444443,,3.063333333333333,3
BE,Belgium,2021,GE10,C24_C25,0.93,9.978928571428572,3.4499999999999997,,5.034999999999999,23.501333333333335,,10.68,3
BE,Belgium,2021,GE10,C26,7.06,9.795714285714284,,,4.17,33.362,,14.560000000000002,3
BE,Belgium,2021,GE10,C26-C33,5.73,11.94107142857143,18.826666666666668,,1.39,31.75466666666667,,21.64,3
BE,Belgium,2021,GE10,C28,2.8,10.372142857142856,,,0.67,1.1566666666666665,,16.466666666666665,3
BE,Belgium,2021,GE10,C29_C30,3.58,0.0,15.413333333333332,,1.04,24.787333333333333,,8.686666666666666,3
BE,Belgium,2021,GE10,C31-C33,4.9,8.776428571428571,,,1.11,0.7633333333333333,,,3
BE,Belgium,2021,GE10,D_E,4.56,4.922857142857142,,,3.06,22.796666666666667,,20.80333333333333,3
BE,Belgium,2021,GE10,E,1.98,3.7175000000000002,,,1.72,20.732666666666667,,11.9,3
BE,Belgium,2021,GE10,F,2.45,12.459285714285715,43.42266666666667,,24.103333333333335,24.149333333333335,,26.79166666666667,5
BE,Belgium,2021,GE10,G,2.18,12.780357142857143,41.971333333333334,,34.446666666666665,48.48266666666667,,26.76,1
BE,Belgium,2021,GE10,G45,2.86,10.11107142857143,17.53,,0.92,16.110000000000003,,6.303333333333334,3
BE,Belgium,2021,GE10,G45-S951_X_K,3.14,12.076785714285716,47.04266666666667,,33.57333333333333,42.056,,29.72833333333333,5
BE,Belgium,2021,GE10,G46,2.44,12.228214285714285,46.65,,38.8,48.57,,29.116666666666667,1
BE,Belgium,2021,GE10,G47,1.59,16.05142857142857,34.094,,27.916666666666668,48.56333333333334,,22.625,3
BE,Belgium,2021,GE10,H,1.66,7.175357142857143,17.816666666666666,,11.66,30.624000000000002,,26.3,3
BE,Belgium,2021,GE10,I,0.28,25.64249999999999,1.6533333333333333,,10.084999999999999,,,27.553333333333338,3
BE,Belgium,2021,GE10,I55,1.48,0.0,5.180000000000001,,1.55,89.53111111111112,,30.113333333333333,1
BE,Belgium,2021,GE10,ICT,12.3,12.350357142857144,81.03166666666667,,4.32,7.983333333333334,,40.60666666666667,5
BE,Belgium,2021,GE10,J,11.72,10.058214285714287,81.35916666666667,,6.17,6.710000000000001,,40.593333333333334,5
